Category,description
positive,the company which make garden tool scissors and other consumer good said earnings were boosted by 6.9 mln eur of income it received from it 16.7 pct shareholding in finnish engineering group wartsila .
positive,the eps improved to eur0 .38 from eur0 .27 .
positive,the expansion aim to attract new customer both in finland and abroad .
positive,the sale which will result in a gain of some eur 60 million in the second quarter of 2010 for oriola-kd support the finnish company strategy to focus on pharmaceutical wholesale and retail operation .
neutral,this lay a foundation for sustainable business development for the long term .
neutral,the inventor wa issued u.s. patent no . .
positive,israeli cable network operator hot telecom ha chosen teleste an international technology group a it exclusive provider of fttx equipment in israel according to teleste today .
neutral,incap corporation stock exchange release 4 may 2010 at 8.30 a.m. incap corporation directed share issue wa subscribed in full the board of incap corporation ha approved the subscription of directed share issue .
neutral,simultaneously his responsibility area is extended from legal affair to cover also merger and acquisition .
neutral,"the purchase of site worth 300 million in the thames gateway will provide more than 1,200 home ."
neutral,poyry contract includes engineering management civil and detail engineering service and time scheduling and procurement service .
neutral,the group brand portfolio includes the leading brand in the industry rapala and other global brand like vmc storm blue fox luhr jensen williamson marttiini and sufix .
neutral,thanks to my nokia and lulu i am now proud to be a published his novel can be found here .
neutral,a maximum of 20 employee who work in karttakeskus and are responsible for producing geographic information service will be affected the company added .
positive,about marubeni marubeni corporation tse : 8002 ; adr : maruy wa established in 1858 and is a core company of marubeni group one of japan leading general trading house .
neutral,according to the original merger plan scanfil would get a 79 stake in the combined business .
neutral,according to ultrascan with a software acquired from cracker it ha managed to change the mobile phone in a way that the phone wa able to get hold of a one-time password sent by a bank via a text message .
neutral,addus service include personal care and assistance with activity of daily living skilled nursing and rehabilitative therapy and adult day care .
neutral,at capman haavisto will be responsible for group finance and accounting and it .
neutral,conference call to participate via a conference call please dial in 5-10 minute before the beginning of the event : +44 0 20 7162 0025 europe or +1 334-£323-£6201 usa .
positive,fiskars the world 1 scissors brand tm recently won learning - magazine 2011 teacher choice award for the classroom .
neutral,founded in 1946 strand associate which provides civil environmental transportation electrical and mechanical engineering service ha 350 employee at 10 office in wisconsin alabama illinois indiana kentucky and ohio .
neutral,halonen office acknowledged receiving the letter but declined comment .
neutral,he doe not believe however that hkscan or atrium will start to use imported meat a finnish consumer prefer domestic product .
neutral,"however in march 2009 the government of st. petersburg passed the front part of the building with the area 1,900 square metre and a land plot for a hotel worth usd 10-15mn to the company delta ."
neutral,in the method the smelt spout 2 are separated from the working area 6 by a shielding wall 8 10 arranged movable in relation to the smelt spout .
positive,kai tulonen chief technology officer sysopen digia say : we have been using corporate phonebook inside sysopen digia extensively since last fall and we have been very satisfied with the result .
neutral,lemminkainen infra oy subsidiary lemminkainen sverige ab will perform the construction work which is expected to start in early 2011 and to be completed in the summer of 2013 .
neutral,mformation provides enhanced management of these application by enabling configuration and control throughout their lifecycle .
neutral,mr. mikko saavalainen head of comptel global sale concludes : gibtelecom provides a perfect illustration of the variety of business technical and regulatory challenge operator are facing in their os today .
neutral,nokia will continue to invest in future development of qt and digia will be responsible for commercial licensing and service business .
neutral,now nokia ha announced the launch of bicycle charger kit that is compatible with all nokia phone that have a 2 mm charging interface .
neutral,only this time nokia india largest mnc ha sought out a topic that could spark off a million approach creativity in emerging market .
neutral,other potential client include public administration organization investing in utility network and service .
neutral,the company ha a wide selection of metal product and service .
neutral,the company is in charge of all natural gas storage activity in france great britain and germany .
neutral,the donation are granted to aalto university and the university of helsinki tampere turku eastern finland jyv+æskyl+æ oulu and vaasa and to polytechnic to be announced later .
